orig.isocode,orig.name,orig.region,orig.majorarea,dest.isocode,dest.name,dest.name,dest.region,pop.mig (in thousands)
CHN,China,Eastern Asia,Asia,BGD,Bangladesh,Southern Asia,Asia,177.772
JPN,Japan,Eastern Asia,Asia,BGD,Bangladesh,Southern Asia,Asia,13.763
CHN,China,Eastern Asia,Asia,BRA,Brazil,South America,Latin America and the Caribbean,23.156
JPN,Japan,Eastern Asia,Asia,BRA,Brazil,South America,Latin America and the Caribbean,58.564
KOR,Republic of Korea,Eastern Asia,Asia,BRA,Brazil,South America,Latin America and the Caribbean,10.239
CHN,China,Eastern Asia,Asia,CAN,Canada,Northern America,Northern America,711.22
HKG,"China, Hong Kong SAR",Eastern Asia,Asia,CAN,Canada,Northern America,Northern America,227.744
JPN,Japan,Eastern Asia,Asia,CAN,Canada,Northern America,Northern America,36.185
KOR,Republic of Korea,Eastern Asia,Asia,CAN,Canada,Northern America,Northern America,144.332
CHN,China,Eastern Asia,Asia,CHE,Switzerland,Western Europe,Europe,18.405
HKG,"China, Hong Kong SAR",Eastern Asia,Asia,CHN,China,Eastern Asia,Asia,270.252
MAC,"China, Macao SAR",Eastern Asia,Asia,CHN,China,Eastern Asia,Asia,24.399
KOR,Republic of Korea,Eastern Asia,Asia,CHN,China,Eastern Asia,Asia,186.786
CHN,China,Eastern Asia,Asia,DEU,Germany,Western Europe,Europe,102.365
JPN,Japan,Eastern Asia,Asia,DEU,Germany,Western Europe,Europe,33.081
KOR,Republic of Korea,Eastern Asia,Asia,DEU,Germany,Western Europe,Europe,29.161
CHN,China,Eastern Asia,Asia,DNK,Denmark,Northern Europe,Europe,11.662
CHN,China,Eastern Asia,Asia,ESP,Spain,Southern Europe,Europe,152.904
CHN,China,Eastern Asia,Asia,FIN,Finland,Northern Europe,Europe,11.55
CHN,China,Eastern Asia,Asia,FRA,France,Western Europe,Europe,110.045
JPN,Japan,Eastern Asia,Asia,FRA,France,Western Europe,Europe,21.377
KOR,Republic of Korea,Eastern Asia,Asia,FRA,France,Western Europe,Europe,20.702
CHN,China,Eastern Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,182.628
HKG,"China, Hong Kong SAR",Eastern Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,119.99
PRK,Dem. People's Republic of Korea,Eastern Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,18.697
JPN,Japan,Eastern Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,40.127
CHN,China,Eastern Asia,Asia,HKG,"China, Hong Kong SAR",Eastern Asia,Asia,2307.783
MAC,"China, Macao SAR",Eastern Asia,Asia,HKG,"China, Hong Kong SAR",Eastern Asia,Asia,71.305
JPN,Japan,Eastern Asia,Asia,HKG,"China, Hong Kong SAR",Eastern Asia,Asia,14.185
CHN,China,Eastern Asia,Asia,HUN,Hungary,Eastern Europe,Europe,11.449
CHN,China,Eastern Asia,Asia,IDN,Indonesia,South-Eastern Asia,Asia,70.319
JPN,Japan,Eastern Asia,Asia,IDN,Indonesia,South-Eastern Asia,Asia,18.391
KOR,Republic of Korea,Eastern Asia,Asia,IDN,Indonesia,South-Eastern Asia,Asia,31.064
CHN,China,Eastern Asia,Asia,IRL,Ireland,Northern Europe,Europe,12.683
CHN,China,Eastern Asia,Asia,ITA,Italy,Southern Europe,Europe,200.434
CHN,China,Eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,652.413
KOR,Republic of Korea,Eastern Asia,Asia,JPN,Japan,Eastern Asia,Asia,522.486
PRK,Dem. People's Republic of Korea,Eastern Asia,Asia,KAZ,Kazakhstan,Central Asia,Asia,61.6
KOR,Republic of Korea,Eastern Asia,Asia,KAZ,Kazakhstan,Central Asia,Asia,31.916
CHN,China,Eastern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,750.639
JPN,Japan,Eastern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,23.912
MNG,Mongolia,Eastern Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,18.407
CHN,China,Eastern Asia,Asia,MAC,"China, Macao SAR",Eastern Asia,Asia,281.611
HKG,"China, Hong Kong SAR",Eastern Asia,Asia,MAC,"China, Macao SAR",Eastern Asia,Asia,22.111
CHN,China,Eastern Asia,Asia,MMR,Myanmar,South-Eastern Asia,Asia,33.656
CHN,China,Eastern Asia,Asia,MYS,Malaysia,South-Eastern Asia,Asia,10.368
JPN,Japan,Eastern Asia,Asia,MYS,Malaysia,South-Eastern Asia,Asia,16.45
CHN,China,Eastern Asia,Asia,NLD,Netherlands,Western Europe,Europe,62.708
CHN,China,Eastern Asia,Asia,NOR,Norway,Northern Europe,Europe,11.203
CHN,China,Eastern Asia,Asia,NPL,Nepal,Southern Asia,Asia,20.308
CHN,China,Eastern Asia,Asia,NZL,New Zealand,Australia/New Zealand,Oceania,92.602
JPN,Japan,Eastern Asia,Asia,NZL,New Zealand,Australia/New Zealand,Oceania,10.67
KOR,Republic of Korea,Eastern Asia,Asia,NZL,New Zealand,Australia/New Zealand,Oceania,27.64
CHN,China,Eastern Asia,Asia,PAN,Panama,Central America,Latin America and the Caribbean,18.665
CHN,China,Eastern Asia,Asia,PHL,Philippines,South-Eastern Asia,Asia,35.952
JPN,Japan,Eastern Asia,Asia,PHL,Philippines,South-Eastern Asia,Asia,13.749
CHN,China,Eastern Asia,Asia,PRK,Dem. People's Republic of Korea,Eastern Asia,Asia,28.594
CHN,China,Eastern Asia,Asia,PRT,Portugal,Southern Europe,Europe,10.128
CHN,China,Eastern Asia,Asia,RUS,Russian Federation,Eastern Europe,Europe,56.171
PRK,Dem. People's Republic of Korea,Eastern Asia,Asia,RUS,Russian Federation,Eastern Europe,Europe,10.624
MNG,Mongolia,Eastern Asia,Asia,RUS,Russian Federation,Eastern Europe,Europe,21.144
CHN,China,Eastern Asia,Asia,SGP,Singapore,South-Eastern Asia,Asia,448.566
HKG,"China, Hong Kong SAR",Eastern Asia,Asia,SGP,Singapore,South-Eastern Asia,Asia,61.969
MAC,"China, Macao SAR",Eastern Asia,Asia,SGP,Singapore,South-Eastern Asia,Asia,22.199
CHN,China,Eastern Asia,Asia,SWE,Sweden,Northern Europe,Europe,30.743
KOR,Republic of Korea,Eastern Asia,Asia,SWE,Sweden,Northern Europe,Europe,10.979
CHN,China,Eastern Asia,Asia,THA,Thailand,South-Eastern Asia,Asia,100.32
CHN,China,Eastern Asia,Asia,USA,United States of America,Northern America,Northern America,2103.551
HKG,"China, Hong Kong SAR",Eastern Asia,Asia,USA,United States of America,Northern America,Northern America,223.719
MAC,"China, Macao SAR",Eastern Asia,Asia,USA,United States of America,Northern America,Northern America,11.332
JPN,Japan,Eastern Asia,Asia,USA,United States of America,Northern America,Northern America,345.026
KOR,Republic of Korea,Eastern Asia,Asia,USA,United States of America,Northern America,Northern America,1119.578
CHN,China,Eastern Asia,Asia,VEN,Venezuela (Bolivarian Republic of),South America,Latin America and the Caribbean,13.865
CHN,China,Eastern Asia,Asia,ZAF,South Africa,Southern Africa,Africa,25.18
NZL,New Zealand,Australia/New Zealand,Oceania,AUS,Australia,Australia/New Zealand,Oceania,642.271
AUS,Australia,Australia/New Zealand,Oceania,CAN,Canada,Northern America,Northern America,27.538
NZL,New Zealand,Australia/New Zealand,Oceania,CAN,Canada,Northern America,Northern America,12.919
AUS,Australia,Australia/New Zealand,Oceania,DEU,Germany,Western Europe,Europe,13.892
AUS,Australia,Australia/New Zealand,Oceania,GBR,United Kingdom,Northern Europe,Europe,135.786
NZL,New Zealand,Australia/New Zealand,Oceania,GBR,United Kingdom,Northern Europe,Europe,67.276
AUS,Australia,Australia/New Zealand,Oceania,GRC,Greece,Southern Europe,Europe,20.224
AUS,Australia,Australia/New Zealand,Oceania,IDN,Indonesia,South-Eastern Asia,Asia,10.547
AUS,Australia,Australia/New Zealand,Oceania,ITA,Italy,Southern Europe,Europe,19.85
AUS,Australia,Australia/New Zealand,Oceania,NLD,Netherlands,Western Europe,Europe,10.366
AUS,Australia,Australia/New Zealand,Oceania,NZL,New Zealand,Australia/New Zealand,Oceania,65.161
AUS,Australia,Australia/New Zealand,Oceania,SGP,Singapore,South-Eastern Asia,Asia,10.129
AUS,Australia,Australia/New Zealand,Oceania,USA,United States of America,Northern America,Northern America,77.845
NZL,New Zealand,Australia/New Zealand,Oceania,USA,United States of America,Northern America,Northern America,30.794
FJI,Fiji,Melanesia,Oceania,AUS,Australia,Australia/New Zealand,Oceania,72.084
FJI,Fiji,Melanesia,Oceania,CAN,Canada,Northern America,Northern America,27.06
FJI,Fiji,Melanesia,Oceania,NZL,New Zealand,Australia/New Zealand,Oceania,54.815
FJI,Fiji,Melanesia,Oceania,USA,United States of America,Northern America,Northern America,40.737
FSM,Micronesia (Fed. States of),Micronesia,Oceania,GUM,Guam,Micronesia,Oceania,10.639
WSM,Samoa,Polynesia,Oceania,ASM,American Samoa,Polynesia,Oceania,15.614
WSM,Samoa,Polynesia,Oceania,AUS,Australia,Australia/New Zealand,Oceania,26.142
TON,Tonga,Polynesia,Oceania,AUS,Australia,Australia/New Zealand,Oceania,11.784
COK,Cook Islands,Polynesia,Oceania,NZL,New Zealand,Australia/New Zealand,Oceania,13.46
WSM,Samoa,Polynesia,Oceania,NZL,New Zealand,Australia/New Zealand,Oceania,52.64
TON,Tonga,Polynesia,Oceania,NZL,New Zealand,Australia/New Zealand,Oceania,23.291
WSM,Samoa,Polynesia,Oceania,USA,United States of America,Northern America,Northern America,16.866
TON,Tonga,Polynesia,Oceania,USA,United States of America,Northern America,Northern America,17.717
BOL,Bolivia (Plurinational State of),South America,Latin America and the Caribbean,ARG,Argentina,South America,Latin America and the Caribbean,419.048
BRA,Brazil,South America,Latin America and the Caribbean,ARG,Argentina,South America,Latin America and the Caribbean,48.792
CHL,Chile,South America,Latin America and the Caribbean,ARG,Argentina,South America,Latin America and the Caribbean,213.119
PRY,Paraguay,South America,Latin America and the Caribbean,ARG,Argentina,South America,Latin America and the Caribbean,679.044
PER,Peru,South America,Latin America and the Caribbean,ARG,Argentina,South America,Latin America and the Caribbean,195.32
URY,Uruguay,South America,Latin America and the Caribbean,ARG,Argentina,South America,Latin America and the Caribbean,132.749
ARG,Argentina,South America,Latin America and the Caribbean,AUS,Australia,Australia/New Zealand,Oceania,15.423
BRA,Brazil,South America,Latin America and the Caribbean,AUS,Australia,Australia/New Zealand,Oceania,20.73
CHL,Chile,South America,Latin America and the Caribbean,AUS,Australia,Australia/New Zealand,Oceania,30.963
COL,Colombia,South America,Latin America and the Caribbean,AUS,Australia,Australia/New Zealand,Oceania,15.497
PER,Peru,South America,Latin America and the Caribbean,AUS,Australia,Australia/New Zealand,Oceania,10.855
URY,Uruguay,South America,Latin America and the Caribbean,AUS,Australia,Australia/New Zealand,Oceania,11.14
BRA,Brazil,South America,Latin America and the Caribbean,BGD,Bangladesh,Southern Asia,Asia,14.919
ARG,Argentina,South America,Latin America and the Caribbean,BOL,Bolivia (Plurinational State of),South America,Latin America and the Caribbean,42.691
BRA,Brazil,South America,Latin America and the Caribbean,BOL,Bolivia (Plurinational State of),South America,Latin America and the Caribbean,25.688
PER,Peru,South America,Latin America and the Caribbean,BOL,Bolivia (Plurinational State of),South America,Latin America and the Caribbean,11.282
ARG,Argentina,South America,Latin America and the Caribbean,BRA,Brazil,South America,Latin America and the Caribbean,34.699
BOL,Bolivia (Plurinational State of),South America,Latin America and the Caribbean,BRA,Brazil,South America,Latin America and the Caribbean,46.336
CHL,Chile,South America,Latin America and the Caribbean,BRA,Brazil,South America,Latin America and the Caribbean,18.422
PRY,Paraguay,South America,Latin America and the Caribbean,BRA,Brazil,South America,Latin America and the Caribbean,46.857
PER,Peru,South America,Latin America and the Caribbean,BRA,Brazil,South America,Latin America and the Caribbean,17.931
URY,Uruguay,South America,Latin America and the Caribbean,BRA,Brazil,South America,Latin America and the Caribbean,28.708
ARG,Argentina,South America,Latin America and the Caribbean,CAN,Canada,Northern America,Northern America,21.35
BRA,Brazil,South America,Latin America and the Caribbean,CAN,Canada,Northern America,Northern America,29.345
CHL,Chile,South America,Latin America and the Caribbean,CAN,Canada,Northern America,Northern America,29.09
COL,Colombia,South America,Latin America and the Caribbean,CAN,Canada,Northern America,Northern America,70.497
ECU,Ecuador,South America,Latin America and the Caribbean,CAN,Canada,Northern America,Northern America,15.59
GUY,Guyana,South America,Latin America and the Caribbean,CAN,Canada,Northern America,Northern America,96.531
PER,Peru,South America,Latin America and the Caribbean,CAN,Canada,Northern America,Northern America,30.099
VEN,Venezuela (Bolivarian Republic of),South America,Latin America and the Caribbean,CAN,Canada,Northern America,Northern America,19.732
BRA,Brazil,South America,Latin America and the Caribbean,CHE,Switzerland,Western Europe,Europe,47.482
COL,Colombia,South America,Latin America and the Caribbean,CHE,Switzerland,Western Europe,Europe,11.949
ARG,Argentina,South America,Latin America and the Caribbean,CHL,Chile,South America,Latin America and the Caribbean,70.415
BOL,Bolivia (Plurinational State of),South America,Latin America and the Caribbean,CHL,Chile,South America,Latin America and the Caribbean,37.554
BRA,Brazil,South America,Latin America and the Caribbean,CHL,Chile,South America,Latin America and the Caribbean,18.243
COL,Colombia,South America,Latin America and the Caribbean,CHL,Chile,South America,Latin America and the Caribbean,23.471
ECU,Ecuador,South America,Latin America and the Caribbean,CHL,Chile,South America,Latin America and the Caribbean,23.471
PER,Peru,South America,Latin America and the Caribbean,CHL,Chile,South America,Latin America and the Caribbean,178.385
BRA,Brazil,South America,Latin America and the Caribbean,CHN,China,Eastern Asia,Asia,74.289
PER,Peru,South America,Latin America and the Caribbean,CHN,China,Eastern Asia,Asia,13.483
ECU,Ecuador,South America,Latin America and the Caribbean,COL,Colombia,South America,Latin America and the Caribbean,14.232
VEN,Venezuela (Bolivarian Republic of),South America,Latin America and the Caribbean,COL,Colombia,South America,Latin America and the Caribbean,46.614
COL,Colombia,South America,Latin America and the Caribbean,CRI,Costa Rica,Central America,Latin America and the Caribbean,21.787
ARG,Argentina,South America,Latin America and the Caribbean,DEU,Germany,Western Europe,Europe,18.537
BRA,Brazil,South America,Latin America and the Caribbean,DEU,Germany,Western Europe,Europe,63.893
CHL,Chile,South America,Latin America and the Caribbean,DEU,Germany,Western Europe,Europe,15.942
COL,Colombia,South America,Latin America and the Caribbean,DEU,Germany,Western Europe,Europe,22.116
PER,Peru,South America,Latin America and the Caribbean,DEU,Germany,Western Europe,Europe,18.568
CHL,Chile,South America,Latin America and the Caribbean,ECU,Ecuador,South America,Latin America and the Caribbean,11.341
COL,Colombia,South America,Latin America and the Caribbean,ECU,Ecuador,South America,Latin America and the Caribbean,194.733
PER,Peru,South America,Latin America and the Caribbean,ECU,Ecuador,South America,Latin America and the Caribbean,13.705
ARG,Argentina,South America,Latin America and the Caribbean,ESP,Spain,Southern Europe,Europe,250.778
BOL,Bolivia (Plurinational State of),South America,Latin America and the Caribbean,ESP,Spain,Southern Europe,Europe,154.675
BRA,Brazil,South America,Latin America and the Caribbean,ESP,Spain,Southern Europe,Europe,99.725
CHL,Chile,South America,Latin America and the Caribbean,ESP,Spain,Southern Europe,Europe,54.64
COL,Colombia,South America,Latin America and the Caribbean,ESP,Spain,Southern Europe,Europe,346.936
ECU,Ecuador,South America,Latin America and the Caribbean,ESP,Spain,Southern Europe,Europe,421.758
PRY,Paraguay,South America,Latin America and the Caribbean,ESP,Spain,Southern Europe,Europe,60.506
PER,Peru,South America,Latin America and the Caribbean,ESP,Spain,Southern Europe,Europe,183.529
URY,Uruguay,South America,Latin America and the Caribbean,ESP,Spain,Southern Europe,Europe,73.772
VEN,Venezuela (Bolivarian Republic of),South America,Latin America and the Caribbean,ESP,Spain,Southern Europe,Europe,151.594
ARG,Argentina,South America,Latin America and the Caribbean,FRA,France,Western Europe,Europe,12.946
BRA,Brazil,South America,Latin America and the Caribbean,FRA,France,Western Europe,Europe,57.405
CHL,Chile,South America,Latin America and the Caribbean,FRA,France,Western Europe,Europe,14.402
COL,Colombia,South America,Latin America and the Caribbean,FRA,France,Western Europe,Europe,27.231
PER,Peru,South America,Latin America and the Caribbean,FRA,France,Western Europe,Europe,11.682
SUR,Suriname,South America,Latin America and the Caribbean,FRA,France,Western Europe,Europe,24.383
ARG,Argentina,South America,Latin America and the Caribbean,GBR,United Kingdom,Northern Europe,Europe,11.339
BRA,Brazil,South America,Latin America and the Caribbean,GBR,United Kingdom,Northern Europe,Europe,56.055
COL,Colombia,South America,Latin America and the Caribbean,GBR,United Kingdom,Northern Europe,Europe,27.691
GUY,Guyana,South America,Latin America and the Caribbean,GBR,United Kingdom,Northern Europe,Europe,23.458
BRA,Brazil,South America,Latin America and the Caribbean,GUF,French Guiana,South America,Latin America and the Caribbean,19.481
SUR,Suriname,South America,Latin America and the Caribbean,GUF,French Guiana,South America,Latin America and the Caribbean,30.785
BRA,Brazil,South America,Latin America and the Caribbean,IRL,Ireland,Northern Europe,Europe,10.292
ARG,Argentina,South America,Latin America and the Caribbean,ISR,Israel,Western Asia,Asia,39.343
ARG,Argentina,South America,Latin America and the Caribbean,ITA,Italy,Southern Europe,Europe,73.183
BOL,Bolivia (Plurinational State of),South America,Latin America and the Caribbean,ITA,Italy,Southern Europe,Europe,15.698
BRA,Brazil,South America,Latin America and the Caribbean,ITA,Italy,Southern Europe,Europe,104.207
CHL,Chile,South America,Latin America and the Caribbean,ITA,Italy,Southern Europe,Europe,12.427
COL,Colombia,South America,Latin America and the Caribbean,ITA,Italy,Southern Europe,Europe,39.532
ECU,Ecuador,South America,Latin America and the Caribbean,ITA,Italy,Southern Europe,Europe,88.329
PER,Peru,South America,Latin America and the Caribbean,ITA,Italy,Southern Europe,Europe,116.038
VEN,Venezuela (Bolivarian Republic of),South America,Latin America and the Caribbean,ITA,Italy,Southern Europe,Europe,48.97
BRA,Brazil,South America,Latin America and the Caribbean,JPN,Japan,Eastern Asia,Asia,182.227
PER,Peru,South America,Latin America and the Caribbean,JPN,Japan,Eastern Asia,Asia,48.837
ARG,Argentina,South America,Latin America and the Caribbean,MEX,Mexico,Central America,Latin America and the Caribbean,18.728
COL,Colombia,South America,Latin America and the Caribbean,MEX,Mexico,Central America,Latin America and the Caribbean,20.135
VEN,Venezuela (Bolivarian Republic of),South America,Latin America and the Caribbean,MEX,Mexico,Central America,Latin America and the Caribbean,15.959
BRA,Brazil,South America,Latin America and the Caribbean,NLD,Netherlands,Western Europe,Europe,16.089
COL,Colombia,South America,Latin America and the Caribbean,NLD,Netherlands,Western Europe,Europe,14.375
SUR,Suriname,South America,Latin America and the Caribbean,NLD,Netherlands,Western Europe,Europe,186.783
COL,Colombia,South America,Latin America and the Caribbean,PAN,Panama,Central America,Latin America and the Caribbean,55.251
ARG,Argentina,South America,Latin America and the Caribbean,PER,Peru,South America,Latin America and the Caribbean,11.354
BRA,Brazil,South America,Latin America and the Caribbean,PRT,Portugal,Southern Europe,Europe,129.968
VEN,Venezuela (Bolivarian Republic of),South America,Latin America and the Caribbean,PRT,Portugal,Southern Europe,Europe,23.404
ARG,Argentina,South America,Latin America and the Caribbean,PRY,Paraguay,South America,Latin America and the Caribbean,57.056
BRA,Brazil,South America,Latin America and the Caribbean,PRY,Paraguay,South America,Latin America and the Caribbean,73.715
GUY,Guyana,South America,Latin America and the Caribbean,SUR,Suriname,South America,Latin America and the Caribbean,13.284
CHL,Chile,South America,Latin America and the Caribbean,SWE,Sweden,Northern Europe,Europe,28.853
COL,Colombia,South America,Latin America and the Caribbean,SWE,Sweden,Northern Europe,Europe,11.973
ARG,Argentina,South America,Latin America and the Caribbean,URY,Uruguay,South America,Latin America and the Caribbean,22.521
BRA,Brazil,South America,Latin America and the Caribbean,URY,Uruguay,South America,Latin America and the Caribbean,10.496
ARG,Argentina,South America,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,179.639
BOL,Bolivia (Plurinational State of),South America,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,80.073
BRA,Brazil,South America,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,347.968
CHL,Chile,South America,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,97.901
COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,687.696
ECU,Ecuador,South America,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,442.693
GUY,Guyana,South America,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,269.778
PRY,Paraguay,South America,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,28.642
PER,Peru,South America,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,442.615
SUR,Suriname,South America,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,13.338
URY,Uruguay,South America,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,47.664
VEN,Venezuela (Bolivarian Republic of),South America,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,197.171
CHL,Chile,South America,Latin America and the Caribbean,VEN,Venezuela (Bolivarian Republic of),South America,Latin America and the Caribbean,15.263
COL,Colombia,South America,Latin America and the Caribbean,VEN,Venezuela (Bolivarian Republic of),South America,Latin America and the Caribbean,973.315
ECU,Ecuador,South America,Latin America and the Caribbean,VEN,Venezuela (Bolivarian Republic of),South America,Latin America and the Caribbean,36.973
PER,Peru,South America,Latin America and the Caribbean,VEN,Venezuela (Bolivarian Republic of),South America,Latin America and the Caribbean,47.007
ATG,Antigua and Barbuda,Caribbean,Latin America and the Caribbean,BGD,Bangladesh,Southern Asia,Asia,21.664
HTI,Haiti,Caribbean,Latin America and the Caribbean,BHS,Bahamas,Caribbean,Latin America and the Caribbean,27.591
BRB,Barbados,Caribbean,Latin America and the Caribbean,CAN,Canada,Northern America,Northern America,17.207
CUB,Cuba,Caribbean,Latin America and the Caribbean,CAN,Canada,Northern America,Northern America,15.128
GRD,Grenada,Caribbean,Latin America and the Caribbean,CAN,Canada,Northern America,Northern America,11.524
HTI,Haiti,Caribbean,Latin America and the Caribbean,CAN,Canada,Northern America,Northern America,93.443
JAM,Jamaica,Caribbean,Latin America and the Caribbean,CAN,Canada,Northern America,Northern America,140.185
VCT,Saint Vincent and the Grenadines,Caribbean,Latin America and the Caribbean,CAN,Canada,Northern America,Northern America,13.973
TTO,Trinidad and Tobago,Caribbean,Latin America and the Caribbean,CAN,Canada,Northern America,Northern America,74.682
DOM,Dominican Republic,Caribbean,Latin America and the Caribbean,CHE,Switzerland,Western Europe,Europe,10.754
CUB,Cuba,Caribbean,Latin America and the Caribbean,DEU,Germany,Western Europe,Europe,14.528
DOM,Dominican Republic,Caribbean,Latin America and the Caribbean,DEU,Germany,Western Europe,Europe,11.091
HTI,Haiti,Caribbean,Latin America and the Caribbean,DOM,Dominican Republic,Caribbean,Latin America and the Caribbean,329.281
CUB,Cuba,Caribbean,Latin America and the Caribbean,ESP,Spain,Southern Europe,Europe,125.263
DOM,Dominican Republic,Caribbean,Latin America and the Caribbean,ESP,Spain,Southern Europe,Europe,151.369
HTI,Haiti,Caribbean,Latin America and the Caribbean,FRA,France,Western Europe,Europe,74.337
BRB,Barbados,Caribbean,Latin America and the Caribbean,GBR,United Kingdom,Northern Europe,Europe,20.271
GRD,Grenada,Caribbean,Latin America and the Caribbean,GBR,United Kingdom,Northern Europe,Europe,10.009
JAM,Jamaica,Caribbean,Latin America and the Caribbean,GBR,United Kingdom,Northern Europe,Europe,172.829
TTO,Trinidad and Tobago,Caribbean,Latin America and the Caribbean,GBR,United Kingdom,Northern Europe,Europe,25.364
HTI,Haiti,Caribbean,Latin America and the Caribbean,GLP,Guadeloupe,Caribbean,Latin America and the Caribbean,15.284
HTI,Haiti,Caribbean,Latin America and the Caribbean,GUF,French Guiana,South America,Latin America and the Caribbean,19.005
CUB,Cuba,Caribbean,Latin America and the Caribbean,ITA,Italy,Southern Europe,Europe,33.469
DOM,Dominican Republic,Caribbean,Latin America and the Caribbean,ITA,Italy,Southern Europe,Europe,42.269
CUB,Cuba,Caribbean,Latin America and the Caribbean,MEX,Mexico,Central America,Latin America and the Caribbean,17.653
CUW,Cura?ao,Caribbean,Latin America and the Caribbean,NLD,Netherlands,Western Europe,Europe,61.301
SXM,Sint Maarten (Dutch part),Caribbean,Latin America and the Caribbean,NLD,Netherlands,Western Europe,Europe,21.893
CUB,Cuba,Caribbean,Latin America and the Caribbean,PRI,Puerto Rico,Caribbean,Latin America and the Caribbean,13.321
DOM,Dominican Republic,Caribbean,Latin America and the Caribbean,PRI,Puerto Rico,Caribbean,Latin America and the Caribbean,57.891
ATG,Antigua and Barbuda,Caribbean,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,28.558
BHS,Bahamas,Caribbean,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,33.617
BRB,Barbados,Caribbean,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,54.78
CUB,Cuba,Caribbean,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,1131.284
DMA,Dominica,Caribbean,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,29.579
DOM,Dominican Republic,Caribbean,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,940.874
GRD,Grenada,Caribbean,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,32.46
HTI,Haiti,Caribbean,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,604.004
JAM,Jamaica,Caribbean,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,712.83
PRI,Puerto Rico,Caribbean,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,1744.402
KNA,Saint Kitts and Nevis,Caribbean,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,17.226
LCA,Saint Lucia,Caribbean,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,21.076
VCT,Saint Vincent and the Grenadines,Caribbean,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,22.808
TTO,Trinidad and Tobago,Caribbean,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,240.948
CUB,Cuba,Caribbean,Latin America and the Caribbean,VEN,Venezuela (Bolivarian Republic of),South America,Latin America and the Caribbean,11.423
DOM,Dominican Republic,Caribbean,Latin America and the Caribbean,VEN,Venezuela (Bolivarian Republic of),South America,Latin America and the Caribbean,14.743
SLV,El Salvador,Central America,Latin America and the Caribbean,AUS,Australia,Australia/New Zealand,Oceania,11.689
GTM,Guatemala,Central America,Latin America and the Caribbean,BLZ,Belize,Central America,Latin America and the Caribbean,23.231
SLV,El Salvador,Central America,Latin America and the Caribbean,CAN,Canada,Northern America,Northern America,48.632
GTM,Guatemala,Central America,Latin America and the Caribbean,CAN,Canada,Northern America,Northern America,17.555
MEX,Mexico,Central America,Latin America and the Caribbean,CAN,Canada,Northern America,Northern America,93.557
SLV,El Salvador,Central America,Latin America and the Caribbean,CRI,Costa Rica,Central America,Latin America and the Caribbean,14.239
NIC,Nicaragua,Central America,Latin America and the Caribbean,CRI,Costa Rica,Central America,Latin America and the Caribbean,299.34
PAN,Panama,Central America,Latin America and the Caribbean,CRI,Costa Rica,Central America,Latin America and the Caribbean,11.702
MEX,Mexico,Central America,Latin America and the Caribbean,DEU,Germany,Western Europe,Europe,18.268
HND,Honduras,Central America,Latin America and the Caribbean,ESP,Spain,Southern Europe,Europe,37.194
MEX,Mexico,Central America,Latin America and the Caribbean,ESP,Spain,Southern Europe,Europe,46.867
NIC,Nicaragua,Central America,Latin America and the Caribbean,ESP,Spain,Southern Europe,Europe,18.713
MEX,Mexico,Central America,Latin America and the Caribbean,FRA,France,Western Europe,Europe,12.58
MEX,Mexico,Central America,Latin America and the Caribbean,GBR,United Kingdom,Northern Europe,Europe,10.502
SLV,El Salvador,Central America,Latin America and the Caribbean,GTM,Guatemala,Central America,Latin America and the Caribbean,19.198
